"Date","Price","Open","High","Low","Vol.","Change %"
"07/15/2024","64,769.0","60,823.0","64,926.0","60,685.0","3.74K","6.49%"
"07/14/2024","60,823.0","59,226.0","61,424.0","59,226.0","1.47K","2.71%"
"07/13/2024","59,220.0","57,889.0","59,852.0","57,783.0","1.40K","2.30%"
"07/12/2024","57,889.0","57,348.0","58,539.0","56,551.0","2.14K","0.94%"
"07/11/2024","57,348.0","57,733.0","59,516.0","57,072.0","2.09K","-0.67%"
"07/10/2024","57,733.0","58,033.0","59,459.0","57,152.0","1.86K","-0.52%"
"07/09/2024","58,033.0","56,710.0","58,274.0","56,300.0","2.40K","2.33%"
"07/08/2024","56,710.0","55,829.0","58,185.0","54,296.0","3.20K","1.58%"
"07/07/2024","55,829.0","58,251.0","58,441.0","55,729.0","1.08K","-4.16%"
"07/06/2024","58,251.0","56,632.0","58,488.0","56,044.0","1.20K","2.86%"
"07/05/2024","56,632.0","57,045.0","57,500.0","53,550.0","3.23K","-0.72%"
"07/04/2024","57,045.0","60,142.0","60,430.0","56,748.0","2.42K","-5.15%"
